Code,Régions,0 à 19 ans,20 à 39 ans,40 à 59 ans,60 à 74 ans,75 ans et plus,Total
42,Alsace,"442,662","538,315","406,585","216,466","83,447","1,687,475"
72,Aquitaine,"675,401","803,155","698,872","462,866","215,426","2,855,720"
83,Auvergne,"304,819","363,808","327,400","218,835","97,370","1,312,232"
25,Basse-Normandie,"381,986","400,778","326,827","212,567","86,158","1,408,316"
26,Bourgogne,"403,540","444,159","390,678","256,411","120,721","1,615,509"
53,Bretagne,"735,549","805,794","665,278","449,124","184,935","2,840,680"
24,Centre,"620,157","682,457","582,591","360,623","172,487","2,418,315"
21,Champagne-Ardenne,"367,502","399,163","321,320","183,071","79,058","1,350,114"
94,Corse,"60,345","72,456","65,309","41,655","18,651","258,416"
43,Franche-Comté,"300,421","323,624","268,816","153,199","65,480","1,111,540"
23,Haute-Normandie,"502,220","527,134","419,668","225,367","96,645","1,771,034"
11,Île-de-France,"2,872,214","3,572,230","2,723,589","1,164,004","526,938","10,858,975"
91,Languedoc-Roussillon,"530,870","610,808","530,109","369,298","167,949","2,209,034"
74,Limousin,"149,696","188,212","175,812","135,267","67,955","716,942"
41,Lorraine,"622,894","695,852","553,750","322,761","120,231","2,315,488"
73,Midi-Pyrénées,"572,083","714,916","606,933","407,909","192,965","2,494,806"
31,Nord - Pas-de-Calais,"1,198,549","1,190,172","892,931","517,150","187,544","3,986,346"
52,Pays de la Loire,"867,763","905,372","732,903","446,642","193,077","3,145,757"
22,Picardie,"530,797","547,491","437,476","235,774","94,612","1,846,150"
54,Poitou-Charentes,"391,013","442,628","389,198","270,369","126,076","1,619,284"
93,Provence-Alpes-Côte d'Azur,"1,071,540","1,225,703","1,092,549","689,554","325,966","4,405,312"
82,Rhône-Alpes,"1,482,340","1,654,069","1,351,831","725,022","311,828","5,525,090"
